,Unnamed: 0,ID,Start_Time,County,State,Severity,Start_Lat,Start_Lng,Sunrise_Sunset,Weekday,Hour,Month
347526,724680,A-3447938,2020-05-27 14:16:53,Clayton,GA,3,33.62894,-84.40039,Day,2,14,5
347546,724701,A-3447959,2020-05-27 15:23:00,Clayton,GA,1,33.62964,-84.30024,Day,2,15,5
348439,727263,A-3450523,2020-05-28 16:00:53,Clayton,GA,3,33.6175,-84.4526,Day,3,16,5
348451,727279,A-3450539,2020-05-28 16:40:14,Clayton,GA,3,33.61618,-84.44304,Day,3,16,5
349263,729799,A-3453061,2020-05-29 11:57:41,Clayton,GA,1,33.62964,-84.30024,Day,4,11,5
350216,731755,A-3455017,2020-05-30 11:12:15,Clayton,GA,2,33.61618,-84.44304,Day,5,11,5
350244,731783,A-3455045,2020-05-30 16:06:51,Clayton,GA,3,33.609790000000004,-84.39609,Day,5,16,5
350909,733045,A-3456307,2020-05-31 05:09:37,Clayton,GA,1,33.58422,-84.37375,Night,6,5,5
351452,734586,A-3457848,2020-06-01 09:10:50,Clayton,GA,4,33.609759999999994,-84.39636,Day,0,9,6
351462,734601,A-3457863,2020-06-01 09:37:42,Clayton,GA,2,33.62908,-84.40041,Day,0,9,6
351469,734611,A-3457873,2020-06-01 11:14:24,Clayton,GA,3,33.609790000000004,-84.39609,Day,0,11,6
352340,736770,A-3460033,2020-06-02 14:41:22,Clayton,GA,2,33.61745,-84.39725,Day,1,14,6
352352,736782,A-3460045,2020-06-02 14:32:45,Clayton,GA,2,33.62908,-84.40041,Day,1,14,6
352426,736879,A-3460142,2020-06-02 18:24:02,Clayton,GA,2,33.57798,-84.34121999999999,Day,1,18,6
352435,736893,A-3460156,2020-06-02 18:46:28,Clayton,GA,2,33.61618,-84.44304,Day,1,18,6
352450,736911,A-3460174,2020-06-02 23:31:52,Clayton,GA,3,33.54916,-84.26865,Night,1,23,6
353250,739103,A-3462366,2020-06-03 14:35:03,Clayton,GA,2,33.6164,-84.44303000000001,Day,2,14,6
354155,741569,A-3464832,2020-06-04 11:11:08,Clayton,GA,2,33.61745,-84.39725,Day,3,11,6
354312,741747,A-3465010,2020-06-04 20:23:09,Clayton,GA,3,33.57798,-84.34121999999999,Day,3,20,6
355154,744612,A-3467875,2020-04-30 16:02:12,Clayton,GA,2,33.54919,-84.41471999999999,Day,3,16,4
355155,744613,A-3467876,2020-04-30 16:02:12,Clayton,GA,2,33.549209999999995,-84.4149,Day,3,16,4
355171,744634,A-3467897,2020-04-30 16:50:51,Clayton,GA,2,33.549209999999995,-84.4149,Day,3,16,4
355187,744658,A-3467921,2020-04-30 18:25:22,Clayton,GA,2,33.549209999999995,-84.4149,Day,3,18,4
356582,748959,A-3472222,2020-05-02 15:32:59,Clayton,GA,4,33.5726,-84.41254,Day,5,15,5
356600,748977,A-3472240,2020-05-02 19:25:18,Clayton,GA,3,33.63239,-84.40736,Day,5,19,5
356614,748993,A-3472256,2020-05-02 21:28:37,Clayton,GA,3,33.63257,-84.40742,Night,5,21,5
359347,757557,A-3480821,2020-05-08 12:44:34,Clayton,GA,1,33.63498,-84.40141,Day,4,12,5
360321,759750,A-3483016,2020-05-09 23:54:29,Clayton,GA,2,33.62683,-84.41891,Night,5,23,5
361669,762951,A-3486217,2020-05-11 18:22:36,Clayton,GA,2,33.609759999999994,-84.39636,Day,0,18,5
363398,767256,A-3490522,2020-05-13 18:53:05,Clayton,GA,3,33.57798,-84.34121999999999,Day,2,18,5
363986,769046,A-3492313,2020-05-14 04:41:54,Clayton,GA,3,33.62908,-84.40041,Night,3,4,5
365009,771574,A-3494841,2020-05-15 15:42:18,Clayton,GA,2,33.609759999999994,-84.39636,Day,4,15,5
365916,773450,A-3496717,2020-05-16 18:28:40,Clayton,GA,2,33.55952,-84.27054,Day,5,18,5
365917,773451,A-3496718,2020-05-16 18:32:27,Clayton,GA,2,33.574670000000005,-84.27615,Day,5,18,5
367332,776607,A-3499874,2020-05-18 18:14:53,Clayton,GA,2,33.61618,-84.44304,Day,0,18,5
368396,779043,A-3502311,2020-05-19 14:44:48,Clayton,GA,2,33.607279999999996,-84.29536,Day,1,14,5
369175,781206,A-3504474,2020-05-20 10:24:22,Clayton,GA,2,33.61618,-84.44304,Day,2,10,5
369198,781232,A-3504500,2020-05-20 07:12:06,Clayton,GA,3,33.558479999999996,-84.27011,Day,2,7,5
369200,781234,A-3504502,2020-05-20 07:24:43,Clayton,GA,3,33.532270000000004,-84.36378,Day,2,7,5
369202,781236,A-3504504,2020-05-20 07:22:06,Clayton,GA,3,33.55827,-84.27002,Day,2,7,5
370802,786145,A-3509413,2020-05-22 05:56:59,Clayton,GA,2,33.607279999999996,-84.29536,Night,4,5,5
371003,786373,A-3509641,2020-05-22 22:54:06,Clayton,GA,3,33.56143,-84.31464,Night,4,22,5
371815,788367,A-3511635,2020-05-23 05:30:11,Clayton,GA,3,33.629090000000005,-84.40041,Night,5,5,5
372502,790271,A-3513539,2020-06-22 15:54:09,Clayton,GA,2,33.609790000000004,-84.39609,Day,0,15,6
372580,790386,A-3513654,2020-06-22 18:39:02,Clayton,GA,2,33.609759999999994,-84.39636,Day,0,18,6
373527,792936,A-3516207,2020-06-23 12:44:31,Clayton,GA,2,33.62683,-84.41891,Day,1,12,6
374556,795701,A-3518975,2020-06-24 18:10:34,Clayton,GA,2,33.67015,-84.33254000000001,Day,2,18,6
374613,795771,A-3519045,2020-06-24 17:26:58,Clayton,GA,2,33.609759999999994,-84.39636,Day,2,17,6
376543,801273,A-3524547,2020-06-26 22:09:45,Clayton,GA,3,33.62397,-84.42411,Night,4,22,6
377582,803553,A-3526827,2020-06-27 12:00:19,Clayton,GA,3,33.62908,-84.40041,Day,5,12,6
377619,803592,A-3526866,2020-06-27 19:57:06,Clayton,GA,2,33.6164,-84.44303000000001,Day,5,19,6
379051,806531,A-3529805,2020-06-29 10:53:16,Clayton,GA,2,33.609759999999994,-84.39636,Day,0,10,6
379687,807886,A-3531160,2020-06-05 12:27:25,Clayton,GA,3,33.61618,-84.44304,Day,4,12,6
380034,809043,A-3532317,2020-06-05 18:14:22,Clayton,GA,2,33.6164,-84.44303000000001,Day,4,18,6
380578,810235,A-3533509,2020-06-06 12:52:44,Clayton,GA,3,33.57798,-84.34121999999999,Day,5,12,6
381030,811399,A-3534673,2020-06-07 10:09:00,Clayton,GA,2,33.609759999999994,-84.39636,Day,6,10,6
381688,813091,A-3536366,2020-06-08 13:31:37,Clayton,GA,3,33.53049,-84.33605,Day,0,13,6
383646,818324,A-3541602,2020-06-10 14:08:14,Clayton,GA,2,33.61618,-84.44304,Day,2,14,6
384584,821023,A-3544301,2020-06-11 09:41:24,Clayton,GA,2,33.6164,-84.44303000000001,Day,3,9,6
385538,823580,A-3546859,2020-06-12 07:58:50,Clayton,GA,2,33.607279999999996,-84.29536,Day,4,7,6
385705,823782,A-3547061,2020-06-12 23:50:38,Clayton,GA,2,33.6328,-84.38717,Night,4,23,6
388223,829410,A-3552689,2020-06-15 04:48:35,Clayton,GA,3,33.63239,-84.40736,Night,0,4,6
388388,829603,A-3552882,2020-06-15 18:32:36,Clayton,GA,2,33.609790000000004,-84.39609,Day,0,18,6
389331,832270,A-3555550,2020-06-16 17:26:57,Clayton,GA,2,33.62375,-84.42393,Day,1,17,6
391114,837377,A-3560657,2020-06-18 09:29:17,Clayton,GA,3,33.6164,-84.44303000000001,Day,3,9,6
393276,842668,A-3565949,2020-06-20 12:05:59,Clayton,GA,3,33.609790000000004,-84.39609,Day,5,12,6
393280,842674,A-3565955,2020-06-20 12:00:09,Clayton,GA,3,33.59252,-84.38568000000001,Day,5,12,6
397667,849526,A-3572811,2020-03-10 20:44:16,Clayton,GA,4,33.57353,-84.27603,Night,1,20,3
399090,851307,A-3574594,2020-03-11 10:01:33,Clayton,GA,2,33.54916,-84.26865,Day,2,10,3
402412,855619,A-3578908,2020-03-14 14:29:48,Clayton,GA,4,33.6105,-84.32109,Day,5,14,3
406135,860919,A-3584213,2020-03-18 21:26:47,Clayton,GA,3,33.57798,-84.34121999999999,Night,2,21,3
407772,866057,A-3589352,2020-03-20 05:11:19,Clayton,GA,2,33.63256,-84.38716,Night,4,5,3
411278,874537,A-3597834,2020-03-24 07:36:00,Clayton,GA,3,33.62908,-84.40041,Day,1,7,3
411292,874565,A-3597862,2020-03-24 07:54:33,Clayton,GA,2,33.607279999999996,-84.29536,Day,1,7,3
411436,874738,A-3598035,2020-03-24 16:55:32,Clayton,GA,2,33.58355,-84.37728,Day,1,16,3
412198,876905,A-3600202,2020-03-25 15:34:43,Clayton,GA,2,33.61618,-84.44304,Day,2,15,3
412874,878877,A-3602175,2020-03-26 15:06:14,Clayton,GA,3,33.629090000000005,-84.40041,Day,3,15,3
413712,881208,A-3604507,2020-03-27 20:51:35,Clayton,GA,2,33.62874,-84.44764,Night,4,20,3
414307,882628,A-3605928,2020-03-28 16:30:05,Clayton,GA,2,33.62908,-84.40041,Day,5,16,3
414882,883945,A-3607245,2020-03-29 22:24:59,Clayton,GA,1,33.61745,-84.39725,Night,6,22,3
415380,885459,A-3608759,2020-03-30 10:33:28,Clayton,GA,2,33.63498,-84.40141,Day,0,10,3
415490,885591,A-3608891,2020-03-31 00:41:56,Clayton,GA,3,33.64682,-84.3179,Night,1,0,3
416061,887340,A-3610640,2020-03-31 02:00:50,Clayton,GA,2,33.629490000000004,-84.30048000000001,Night,1,2,3
416110,887413,A-3610713,2020-03-31 08:37:02,Clayton,GA,2,33.61593,-84.4007,Day,1,8,3
416849,889454,A-3612754,2020-04-01 11:13:34,Clayton,GA,4,33.62964,-84.30024,Day,2,11,4
416930,889566,A-3612866,2020-04-01 17:30:25,Clayton,GA,2,33.63239,-84.40736,Day,2,17,4
416937,889575,A-3612875,2020-04-01 17:51:00,Clayton,GA,2,33.53367,-84.41924,Day,2,17,4
417568,891438,A-3614739,2020-04-02 06:19:37,Clayton,GA,3,33.62908,-84.40041,Night,3,6,4
419585,896407,A-3619711,2020-04-05 13:12:17,Clayton,GA,3,33.62683,-84.41891,Day,6,13,4
420561,898395,A-3621699,2020-04-06 15:00:20,Clayton,GA,2,33.609790000000004,-84.39609,Day,0,15,4
422672,901738,A-3625044,2020-04-07 07:01:57,Clayton,GA,2,33.6164,-84.44303000000001,Night,1,7,4
422723,901804,A-3625110,2020-04-07 14:49:37,Clayton,GA,2,33.62908,-84.40041,Day,1,14,4
424063,904422,A-3627728,2020-04-08 14:01:14,Clayton,GA,4,33.532270000000004,-84.36378,Day,2,14,4
424069,904428,A-3627734,2020-04-08 14:21:21,Clayton,GA,3,33.53763,-84.36523000000001,Day,2,14,4
424075,904434,A-3627740,2020-04-08 14:23:14,Clayton,GA,2,33.57798,-84.34121999999999,Day,2,14,4
424787,906537,A-3629843,2020-04-09 15:32:11,Clayton,GA,2,33.609790000000004,-84.39609,Day,3,15,4
424801,906557,A-3629863,2020-04-09 16:05:04,Clayton,GA,2,33.609759999999994,-84.39636,Day,3,16,4
424819,906597,A-3629903,2020-04-09 17:15:17,Clayton,GA,2,33.61618,-84.44304,Day,3,17,4
427883,912245,A-3635554,2020-04-12 03:45:56,Clayton,GA,3,33.62683,-84.41891,Night,6,3,4
428417,914540,A-3637849,2020-04-13 19:40:08,Clayton,GA,4,33.58822,-84.42343000000001,Day,0,19,4
428418,914541,A-3637850,2020-04-13 19:40:08,Clayton,GA,4,33.59663,-84.42896999999999,Day,0,19,4
429037,916473,A-3639782,2020-04-14 16:32:06,Clayton,GA,2,33.67015,-84.33254000000001,Day,1,16,4
429663,918519,A-3641828,2020-04-15 11:00:47,Clayton,GA,2,33.635,-84.4011,Day,2,11,4
430362,920714,A-3644026,2020-04-16 07:31:05,Clayton,GA,2,33.61423,-84.43806,Day,3,7,4
431053,922968,A-3646280,2020-04-17 15:17:38,Clayton,GA,2,33.6251,-84.40173,Day,4,15,4
431625,924587,A-3647899,2020-04-18 09:44:58,Clayton,GA,2,33.61745,-84.39725,Day,5,9,4
432060,925530,A-3648842,2020-04-19 10:29:39,Clayton,GA,2,33.64693,-84.3982,Day,6,10,4
432093,925563,A-3648875,2020-04-19 13:04:40,Clayton,GA,2,33.6164,-84.44303000000001,Day,6,13,4
432095,925565,A-3648877,2020-04-19 13:49:08,Clayton,GA,3,33.61886,-84.43324,Day,6,13,4
432097,925567,A-3648879,2020-04-19 14:10:53,Clayton,GA,3,33.61886,-84.43324,Day,6,14,4
432544,927058,A-3650371,2020-04-20 08:19:34,Clayton,GA,2,33.61618,-84.44304,Day,0,8,4
433789,931356,A-3654669,2020-04-22 13:05:11,Clayton,GA,1,33.609790000000004,-84.39609,Day,2,13,4
433850,931440,A-3654753,2020-04-22 17:59:34,Clayton,GA,2,33.6484,-84.44601,Day,2,17,4
434496,933593,A-3656907,2020-04-23 07:52:14,Clayton,GA,3,33.626999999999995,-84.41906999999999,Day,3,7,4
438567,945173,A-3668491,2020-04-29 16:33:28,Clayton,GA,2,33.609790000000004,-84.39609,Day,2,16,4
438569,945177,A-3668495,2020-04-29 16:39:52,Clayton,GA,2,33.61618,-84.44304,Day,2,16,4
439877,947454,A-3670773,2020-03-01 09:05:59,Clayton,GA,3,33.63531,-84.45725999999999,Day,6,9,3
441237,949474,A-3672796,2020-03-03 08:45:50,Clayton,GA,2,33.63991,-84.45473,Day,1,8,3
441245,949482,A-3672804,2020-03-03 08:48:50,Clayton,GA,4,33.58422,-84.37375,Day,1,8,3
442067,950641,A-3673964,2020-03-04 16:57:52,Clayton,GA,2,33.64454,-84.39908,Day,2,16,3
442858,951730,A-3675057,2020-03-05 10:09:47,Clayton,GA,4,33.57132,-84.34265,Day,3,10,3
444426,954088,A-3677415,2020-01-08 08:32:51,Clayton,GA,2,33.609790000000004,-84.39609,Day,2,8,1
448345,960234,A-3683561,2020-01-13 20:28:55,Clayton,GA,2,33.62424,-84.45734,Night,0,20,1
448346,960235,A-3683562,2020-01-13 20:28:55,Clayton,GA,2,33.62701,-84.45576,Night,0,20,1
449217,961837,A-3685164,2020-01-15 00:54:08,Clayton,GA,3,33.61658,-84.44464,Night,2,0,1
450842,964895,A-3688222,2020-01-16 09:42:12,Clayton,GA,3,33.64629,-84.39849,Day,3,9,1
452083,966784,A-3690111,2020-01-17 15:42:12,Clayton,GA,2,33.609790000000004,-84.39609,Day,4,15,1
454643,971986,A-3695313,2020-01-22 00:40:48,Clayton,GA,2,33.631879999999995,-84.40096,Night,2,0,1
455464,973347,A-3696674,2020-01-22 08:57:23,Clayton,GA,2,33.609790000000004,-84.39609,Day,2,8,1
456346,975186,A-3698513,2020-01-23 10:22:04,Clayton,GA,3,33.63704,-84.30797,Day,3,10,1
460994,982190,A-3705517,2020-01-29 05:58:48,Clayton,GA,4,33.62894,-84.40039,Night,2,5,1
460995,982191,A-3705518,2020-01-29 05:58:48,Clayton,GA,4,33.63578,-84.38365999999999,Night,2,5,1
460996,982192,A-3705519,2020-01-29 05:58:48,Clayton,GA,4,33.632490000000004,-84.38691,Night,2,5,1
460997,982193,A-3705520,2020-01-29 05:58:48,Clayton,GA,4,33.63132,-84.39628,Night,2,5,1
461038,982240,A-3705567,2020-01-29 18:12:22,Clayton,GA,2,33.631009999999996,-84.45629,Night,2,18,1
461039,982241,A-3705568,2020-01-29 18:12:22,Clayton,GA,2,33.63531,-84.45725999999999,Night,2,18,1
461040,982242,A-3705569,2020-01-29 18:12:22,Clayton,GA,2,33.627520000000004,-84.45638000000001,Night,2,18,1
462609,984658,A-3707985,2020-01-31 16:07:51,Clayton,GA,3,33.644518,-84.39909300000001,Day,4,16,1
464129,986713,A-3710040,2020-02-02 07:49:03,Clayton,GA,4,33.61717,-84.39841,Day,6,7,2
470930,998639,A-3721966,2020-02-11 16:13:39,Clayton,GA,2,33.60873,-84.39572,Day,1,16,2
470943,998652,A-3721979,2020-02-11 17:59:29,Clayton,GA,2,33.61629,-84.4408,Day,1,17,2
470946,998655,A-3721982,2020-02-11 19:45:05,Clayton,GA,2,33.61717,-84.39841,Night,1,19,2
471583,999860,A-3723187,2020-02-12 08:03:55,Clayton,GA,2,33.585577,-84.37853100000001,Day,2,8,2
471600,999878,A-3723205,2020-02-12 15:15:53,Clayton,GA,2,33.609790000000004,-84.39609,Day,2,15,2
473336,1002927,A-3726254,2020-02-14 16:49:42,Clayton,GA,3,33.62056,-84.4301,Day,4,16,2
476036,1007535,A-3730862,2020-02-18 09:58:21,Clayton,GA,2,33.58556,-84.378473,Day,1,9,2
476039,1007538,A-3730865,2020-02-18 11:01:22,Clayton,GA,3,33.61886,-84.43324,Day,1,11,2
476830,1008954,A-3732281,2020-02-19 16:54:01,Clayton,GA,2,33.63176,-84.39544000000001,Day,2,16,2
476850,1008974,A-3732301,2020-02-19 20:25:31,Clayton,GA,3,33.63292,-84.39972,Night,2,20,2
476852,1008976,A-3732303,2020-02-20 00:31:31,Clayton,GA,4,33.63176,-84.39544000000001,Night,3,0,2
483238,1018304,A-3741642,2020-02-28 09:01:31,Clayton,GA,2,33.585011,-84.37720999999999,Day,4,9,2
483247,1018313,A-3741651,2020-02-28 09:59:14,Clayton,GA,2,33.62424,-84.45734,Day,4,9,2
483248,1018314,A-3741652,2020-02-28 09:59:14,Clayton,GA,2,33.62701,-84.45576,Day,4,9,2
484668,1020410,A-3743748,2020-01-02 19:19:18,Clayton,GA,2,33.61886,-84.43324,Night,3,19,1
490516,1029154,A-3752492,2019-12-26 10:48:33,Clayton,GA,2,33.61717,-84.39841,Day,3,10,12
490549,1029187,A-3752525,2019-12-26 18:03:34,Clayton,GA,3,33.57665,-84.34151,Night,3,18,12
492623,1031957,A-3755295,2019-12-29 00:16:17,Clayton,GA,3,33.6324,-84.40643,Night,6,0,12
492624,1031958,A-3755296,2019-12-29 00:16:17,Clayton,GA,3,33.63133,-84.40425,Night,6,0,12
495888,1038262,A-3761600,2019-12-04 16:01:34,Clayton,GA,2,33.57498,-84.3355,Day,2,16,12
501331,1045657,A-3768995,2019-12-09 11:14:18,Clayton,GA,2,33.62318,-84.39972,Day,0,11,12
503183,1048894,A-3772232,2019-12-11 07:21:00,Clayton,GA,2,33.63704,-84.30797,Night,2,7,12
503184,1048895,A-3772233,2019-12-11 07:46:32,Clayton,GA,2,33.62964,-84.30024,Day,2,7,12
503206,1048917,A-3772255,2019-12-11 16:12:50,Clayton,GA,2,33.62964,-84.30024,Day,2,16,12
505235,1052289,A-3775627,2019-12-13 02:56:40,Clayton,GA,3,33.63531,-84.45725999999999,Night,4,2,12
505294,1052351,A-3775689,2019-12-13 17:52:56,Clayton,GA,2,33.62894,-84.40039,Night,4,17,12
505295,1052352,A-3775690,2019-12-13 17:52:56,Clayton,GA,2,33.62751,-84.40028000000001,Night,4,17,12
505296,1052353,A-3775691,2019-12-13 17:52:56,Clayton,GA,2,33.63132,-84.39628,Night,4,17,12
507850,1056291,A-3779629,2019-12-16 20:04:12,Clayton,GA,2,33.62894,-84.40039,Night,0,20,12
509634,1059048,A-3782386,2019-12-18 07:03:26,Clayton,GA,3,33.617139,-84.45000300000001,Night,2,7,12
511861,1062346,A-3785684,2019-12-20 18:17:50,Clayton,GA,4,33.667390000000005,-84.34015,Night,4,18,12
514498,1066112,A-3789450,2019-10-03 08:07:07,Clayton,GA,2,33.63176,-84.39544000000001,Day,3,8,10
514529,1066151,A-3789489,2019-10-03 19:48:27,Clayton,GA,3,33.637617,-84.401411,Night,3,19,10
515471,1067480,A-3790818,2019-10-04 07:03:23,Clayton,GA,3,33.58553,-84.37836999999999,Night,4,7,10
516619,1068997,A-3792335,2019-10-05 06:08:21,Clayton,GA,3,33.61886,-84.43324,Night,5,6,10
518938,1072213,A-3795551,2019-10-08 19:24:54,Clayton,GA,3,33.63762,-84.40141,Night,1,19,10
525876,1082364,A-3805702,2019-10-16 06:59:48,Clayton,GA,2,33.640802,-84.40043100000001,Night,2,6,10
525881,1082369,A-3805707,2019-10-16 07:21:31,Clayton,GA,4,33.62422,-84.45804,Night,2,7,10
525906,1082395,A-3805733,2019-10-16 14:06:34,Clayton,GA,2,33.58805,-84.38351999999999,Day,2,14,10
525908,1082397,A-3805735,2019-10-16 14:08:50,Clayton,GA,4,33.579409999999996,-84.35335,Day,2,14,10
525912,1082401,A-3805739,2019-10-16 16:56:52,Clayton,GA,4,33.58805,-84.38351999999999,Day,2,16,10
526860,1083792,A-3807130,2019-10-17 07:16:18,Clayton,GA,3,33.61886,-84.43324,Night,3,7,10
526878,1083810,A-3807148,2019-10-17 10:04:19,Clayton,GA,4,33.54916,-84.26865,Day,3,10,10
526892,1083827,A-3807165,2019-10-17 15:44:54,Clayton,GA,3,33.61616,-84.44218000000001,Day,3,15,10
526916,1083852,A-3807190,2019-10-17 21:19:39,Clayton,GA,2,33.61915,-84.4321,Night,3,21,10
529801,1087922,A-3811260,2019-10-21 00:50:18,Clayton,GA,4,33.583690000000004,-84.3727,Night,0,0,10
530504,1088915,A-3812253,2019-10-21 19:09:04,Clayton,GA,2,33.63704,-84.30797,Night,0,19,10
531496,1090416,A-3813754,2019-10-22 17:03:21,Clayton,GA,2,33.609790000000004,-84.39609,Day,1,17,10
532532,1091905,A-3815243,2019-10-23 15:58:51,Clayton,GA,2,33.63132,-84.39628,Day,2,15,10
532533,1091906,A-3815244,2019-10-23 15:58:51,Clayton,GA,2,33.632490000000004,-84.38691,Day,2,15,10
532534,1091907,A-3815245,2019-10-23 15:58:51,Clayton,GA,2,33.62894,-84.40039,Day,2,15,10
532535,1091908,A-3815246,2019-10-23 15:58:51,Clayton,GA,2,33.63578,-84.38365999999999,Day,2,15,10
533520,1093343,A-3816681,2019-10-24 15:24:16,Clayton,GA,3,33.646289,-84.37144599999999,Day,3,15,10
535567,1096305,A-3819643,2019-10-26 06:15:16,Clayton,GA,4,33.64693,-84.3982,Night,5,6,10
538002,1099937,A-3823275,2019-10-29 19:12:03,Clayton,GA,2,33.62464,-84.45815,Night,1,19,10
538009,1099944,A-3823282,2019-10-29 19:12:03,Clayton,GA,2,33.627520000000004,-84.45638000000001,Night,1,19,10
538010,1099945,A-3823283,2019-10-29 19:12:03,Clayton,GA,2,33.631009999999996,-84.45629,Night,1,19,10
540935,1104485,A-3827823,2019-11-01 19:23:24,Clayton,GA,3,33.61936,-84.43228,Night,4,19,11
540939,1104489,A-3827827,2019-11-01 19:52:37,Clayton,GA,2,33.61886,-84.43324,Night,4,19,11
544361,1109402,A-3832743,2019-11-05 17:16:01,Clayton,GA,2,33.557970000000005,-84.27033,Day,1,17,11
545402,1110962,A-3834303,2019-11-06 20:34:49,Clayton,GA,3,33.64059,-84.40004,Night,2,20,11
546292,1112536,A-3835877,2019-11-07 07:07:47,Clayton,GA,2,33.61886,-84.43324,Day,3,7,11
546299,1112543,A-3835884,2019-11-07 10:50:34,Clayton,GA,3,33.61886,-84.43324,Day,3,10,11
546323,1112568,A-3835909,2019-11-07 18:32:53,Clayton,GA,3,33.64562,-84.39832,Night,3,18,11
549719,1117542,A-3840883,2019-11-11 19:55:19,Clayton,GA,2,33.627520000000004,-84.45638000000001,Night,0,19,11
549721,1117544,A-3840885,2019-11-11 19:55:19,Clayton,GA,2,33.631009999999996,-84.45629,Night,0,19,11
549727,1117550,A-3840891,2019-11-11 19:55:19,Clayton,GA,2,33.62464,-84.45815,Night,0,19,11
552318,1121634,A-3844975,2019-11-14 07:00:34,Clayton,GA,2,33.58652,-84.378212,Night,3,7,11
552402,1124446,A-3847787,2019-09-30 09:06:44,Clayton,GA,3,33.52823,-84.36312,Day,0,9,9
557482,1131307,A-3854648,2019-09-20 09:21:22,Clayton,GA,2,33.574670000000005,-84.27615,Day,4,9,9
559965,1134514,A-3857855,2019-09-23 10:55:32,Clayton,GA,4,33.522459999999995,-84.3633,Day,0,10,9
567915,1145306,A-3868647,2019-09-03 09:10:15,Clayton,GA,3,33.63176,-84.39544000000001,Day,1,9,9
572641,1151427,A-3874768,2019-09-08 03:37:35,Clayton,GA,3,33.61717,-84.39841,Night,6,3,9
573122,1152168,A-3875509,2019-09-09 08:22:58,Clayton,GA,3,33.585749,-84.379125,Day,0,8,9
576789,1157279,A-3880620,2019-09-13 10:00:00,Clayton,GA,2,33.63364,-84.40383,Day,4,10,9
576790,1157280,A-3880621,2019-09-13 10:00:00,Clayton,GA,2,33.63377,-84.4001,Day,4,10,9
576792,1157282,A-3880623,2019-09-13 10:00:00,Clayton,GA,2,33.63292,-84.40753000000001,Day,4,10,9
576793,1157283,A-3880624,2019-09-13 10:00:00,Clayton,GA,2,33.63136,-84.41223000000001,Day,4,10,9
576814,1157304,A-3880645,2019-09-13 11:10:26,Clayton,GA,3,33.582409000000006,-84.36716700000001,Day,4,11,9
580413,1162552,A-3885893,2019-03-05 23:29:58,Clayton,GA,4,33.557970000000005,-84.27033,Night,1,23,3
580887,1163744,A-3887085,2019-03-07 15:55:32,Clayton,GA,3,33.61616,-84.44218000000001,Day,3,15,3
580900,1163757,A-3887098,2019-03-07 19:12:29,Clayton,GA,3,33.616656,-84.446771,Night,3,19,3
581085,1164321,A-3887662,2019-03-08 02:01:11,Clayton,GA,2,33.58422,-84.37375,Night,4,2,3
581144,1164386,A-3887727,2019-03-08 20:27:14,Clayton,GA,4,33.61868,-84.45744,Night,4,20,3
581443,1165708,A-3889049,2019-03-11 07:06:50,Clayton,GA,4,33.619271000000005,-84.432438,Night,0,7,3
581609,1166248,A-3889589,2019-03-12 09:29:22,Clayton,GA,4,33.51409,-84.36169,Day,1,9,3
582140,1167886,A-3891227,2019-03-15 03:45:04,Clayton,GA,2,33.557970000000005,-84.27033,Night,4,3,3
582178,1167924,A-3891265,2019-03-15 12:42:05,Clayton,GA,2,33.61737,-84.44997,Day,4,12,3
582185,1167931,A-3891272,2019-03-15 15:33:55,Clayton,GA,4,33.56749,-84.32422,Day,4,15,3
582461,1168991,A-3892332,2019-03-18 16:26:26,Clayton,GA,4,33.58685,-84.37825,Day,0,16,3
582646,1169557,A-3892898,2019-03-19 17:37:03,Clayton,GA,2,33.555774,-84.269483,Day,1,17,3
582668,1169579,A-3892920,2019-03-20 00:45:56,Clayton,GA,3,33.56321,-84.31759,Night,2,0,3
582793,1170043,A-3893384,2019-03-20 03:24:11,Clayton,GA,4,33.56749,-84.32422,Night,2,3,3
583222,1171175,A-3894516,2019-03-22 11:56:27,Clayton,GA,2,33.62894,-84.40039,Day,4,11,3
583224,1171177,A-3894518,2019-03-22 12:01:42,Clayton,GA,4,33.639070000000004,-84.37810999999999,Day,4,12,3
583484,1172265,A-3895606,2019-03-25 21:09:12,Clayton,GA,2,33.60667,-84.295664,Night,0,21,3
583613,1172836,A-3896177,2019-03-27 00:31:41,Clayton,GA,4,33.607279999999996,-84.29536,Night,2,0,3
584423,1176216,A-3899557,2019-03-01 22:21:43,Clayton,GA,4,33.61717,-84.39841,Night,4,22,3
584500,1176669,A-3900010,2019-03-02 04:11:58,Clayton,GA,3,33.58422,-84.37375,Night,5,4,3
584574,1177009,A-3900350,2019-03-03 14:40:29,Clayton,GA,3,33.558611,-84.30943,Day,6,14,3
584587,1177022,A-3900363,2019-03-03 18:29:13,Clayton,GA,4,33.618159999999996,-84.4537,Day,6,18,3
584656,1177396,A-3900737,2019-01-31 23:32:15,Clayton,GA,4,33.640603000000006,-84.400035,Night,3,23,1
585184,1178774,A-3902115,2019-02-02 21:12:43,Clayton,GA,2,33.61717,-84.39841,Night,5,21,2
585230,1179038,A-3902379,2019-02-03 03:02:12,Clayton,GA,3,33.6316,-84.4109,Night,6,3,2
585745,1181234,A-3904575,2019-02-06 20:43:27,Clayton,GA,2,33.62464,-84.45815,Night,2,20,2
585746,1181235,A-3904576,2019-02-06 20:43:27,Clayton,GA,2,33.631009999999996,-84.45629,Night,2,20,2
